"PH","Turbidity"
"7,213,537,481,050,560","3,497,480,960,958,100"
"","4,583,109,838,449,880"
"8,895,574,457,925,980","4,754,234,801,908,660"
"6,582,764,203,677,880","3,668,879,696,635,320"
"","4,377,502,097,292,440"
"","3,287,617,331,936,550"
"5,986,593,892,372,890","50,514,938,738,907,904"
"6,841,221,063,159,610","5,092,364,652,373,030"
"","38,257,700,750,242,400"
"7,146,117,224,742,140","4,775,201,717,853,430"
"","39,432,907,565,051,296"
"750,757,529,645,138","37,030,010,473,243,696"
"7,997,175,822,735,120","4,817,668,211,405,940"
"51,743,459,983,462","3,689,144,992,138,570"
"","4,018,446,538,686,600"
"647,909,256,706,823","3,089,597,302,323,550"
"7,811,512,445,222,390","4,546,070,210,293,160"
"743,721,665,310,552","3,866,874,572,569,850"
"795,387,811,515,525","28,602,239,702,228,200"
"6,396,569,931,080,610","4,188,249,712,324,060"
"","35,944,444,159,046,500"
"8,058,135,996,612,340","3,130,608,939,839,330"
"","20,288,751,732,864,200"
"","4,875,382,904,979,990"
"9,497,261,162,881,250","5,242,105,329,965,890"
"7,984,710,742,242,030","4,567,879,972,284,670"
"6,261,110,580,253,390","4,753,018,575,157,600"
"6,957,802,749,302,860","45,877,454,688,101,400"
"96,631,590,150,059","5,270,217,774,033,980"
"6,732,713,713,421,400","38,854,050,373,065,600"
"4,886,057,056,804,730","3,079,373,114,175,480"
"961,022,034,489,963","4,961,971,972,367,870"
"8,518,531,795,246,270","4,147,168,618,141,650"
"6,950,786,515,485,460","39,979,752,150,854,304"
"6,023,022,741,325,020","3,668,088,579,274,870"
"9,011,480,407,411,010","4,270,801,389,375,350"
"7,946,767,904,206,170","3,038,483,125,240,430"
"7,709,617,350,900,390","4,140,423,756,852,310"
"6,081,615,358,462,050","4,010,036,798,677,170"
"8,146,185,794,091,140","51,779,636,245,974,704"
"8,141,861,116,382,470","4,136,950,485,502,740"
"7,703,356,821,382,100","47,321,253,460,612,496"
"","37,713,051,127,833,200"
"9,252,856,508,985,330","33,005,858,263,579,800"
"6,047,651,488,718,140","2,589,867,902,857,380"
"6,152,857,802,124,510","4,403,083,393,696,850"
"9,074,922,874,454,950","38,404,790,099,388,800"
"7,436,537,226,981,670","4,497,629,168,137,820"
"","34,583,522,136,454,000"
"7,130,099,196,200,050","1,986,191,593,058,410"
"6,792,125,450,218,400","4,042,637,641,436,020"
"","3,864,931,034,905,190"
"8,885,626,344,053,180","2,993,300,944,496,910"
"9,475,316,259,695,340","4,701,538,331,428,020"
"","469,101,750,323,518"
"7,183,108,734,458,520","4,006,424,839,252,370"
"61,574,431,448,430,304","4,770,154,312,108,580"
"6,467,868,301,691,490","2,861,063,942,572,020"
"","4,301,273,480,741,870"
"7,488,133,464,330,410","34,740,347,171,181,600"
"7,323,545,119,666,450","489,842,104,143,532"
"","3,067,033,981,302,940"
"6,530,796,123,720,990","31,816,349,092,619,900"
"6,931,470,426,933,320","4,249,333,174,167,700"
"7,774,645,242,924,590","39,118,167,662,242,600"
"8,107,500,138,616,410","4,647,800,627,368,430"
"6,306,864,459,373,670","4,619,172,769,338,620"
"","4,069,165,566,663,120"
"66,096,803,221,946,200","35,891,464,414,221,900"
"6,632,205,878,654,960","34,437,405,597,575,200"
"","42,874,406,781,300,000"
"5,716,755,666,530,130","40,806,749,961,624,200"
"7,740,453,870,226,310","35,413,166,704,565,200"
"62,772,773,712,744,304","36,193,211,819,201,800"
"800,637,329,840,415","2,396,505,357,833,770"
"6,513,016,585,960,500","37,299,609,158,167,400"
"62,341,976,724,749,296","3,885,492,315,509,880"
"7,277,143,966,771,510","4,931,353,521,983,000"
"6,044,513,029,512,340","5,127,778,325,324,400"
"66,430,265,381,410,800","37,099,886,624,912,304"
"5,150,456,539,630,280","414,702,894,652,348"
"6,110,545,160,785,590","6,064,559,250,159,780"
"7,831,117,736,766,910","3,807,997,463,749,790"
"6,980,727,163,646,460","5,437,618,576,761,170"
"8,552,782,415,873,250","29,408,479,958,845,900"
"64,493,794,387,538,600","37,154,287,500,907,296"
"7,392,084,037,518,900","3,778,458,495,607,910"
"8,360,795,827,235,100","37,159,514,091,370,400"
"7,619,845,076,953,610","37,796,484,330,491,104"
"5,404,510,674,147,480","39,981,758,863,091,000"
"7,079,303,517,779,590","5,553,173,840,879,230"
"","4,296,188,762,920,460"
"7,161,714,892,641,490","3,909,973,568,447,570"
"6,854,946,858,787,270","4,938,999,307,033,020"
"730,955,640,748,172","3,707,413,724,281,800"
"9,313,465,892,899,940","4,493,612,764,909,590"
"","450,102,454,017,249"
"","3,365,174,439,747,450"
"6,187,938,053,993,090","35,461,832,023,705,000"
"","3,802,426,744,491,770"
"79,653,373,053,048","33,909,821,110,531,900"
"9,264,390,908,634,610","31,755,207,736,356,200"
"775,404,435,394,794","3,760,298,085,013,080"
"9,393,891,652,231,940","30,485,658,663,001,400"
"8,176,079,615,301,630","411,232,245,771,067"
"8,337,696,200,697,740","3,454,197,456,668,690"
"","28,135,267,561,051,300"
"71,910,248,566,863,400","4,270,645,692,708,770"
"8,613,698,594,883,750","39,492,200,988,756,304"
"7,793,039,171,409,160","3,389,270,098,308,850"
"38,788,793,890,688","4,927,711,075,497,060"
"","372,377,603,814,946"
"39,782,846,273,167,296","37,515,657,688,987,200"
"5,964,065,359,871,270","4,696,720,853,415,230"
"753,205,857,980,722","38,085,699,230,100,200"
"7,233,538,435,483,260","3,679,015,067,771,320"
"","31,538,002,186,878,300"
"","4,212,510,849,647,720"
"7,480,728,113,602,170","3,714,874,787,439,820"
"44,770,917,139,584,800","432,768,028,988,057"
"","2,739,234,987,146,460"
"","4,476,991,214,592,080"
"6,314,077,469,750,390","4,363,865,762,503,170"
"","42,419,356,827,998,800"
"8,822,610,383,759,210","4,415,596,156,287,380"
"692,265,237,065,665","28,773,542,665,385,000"
"","3,611,330,374,366,960"
"6,904,536,858,235,750","50,589,054,483,892,600"
"6,548,017,642,485,210","5,930,227,576,581,430"
"6,581,082,756,075,460","35,113,697,182,865,000"
"786,464,967,253,437","35,859,335,216,953,100"
"6,136,907,177,131,180","4,704,585,017,974,250"
"6,947,028,539,657,340","260,018,773,266,633"
"62,033,225,076,896,496","3,487,920,050,688,020"
"","32,124,926,934,616,000"
"8,373,170,925,244,920","2,786,329,667,144,380"
"","5,026,270,726,028,190"
"5,921,247,069,476,010","37,467,755,604,654,800"
"8,829,806,178,150,640","4,423,886,041,610,500"
"","5,324,638,004,849,740"
"683,221,738,756,748","31,454,155,114,301,700"
"9,281,302,611,348,120","4,069,976,588,751,360"
"7,456,250,785,416,910","4,279,697,427,788,070"
"70,882,509,764,340,704","32,306,454,361,995,400"
"5,648,628,537,607,850","5,370,004,183,346,350"
"4,293,961,234,794,350","5,105,120,757,070,880"
"9,678,050,853,902,550","30,297,003,349,809,100"
"8,662,709,501,389,220","5,120,102,527,824,210"
"5,897,391,120,843,130","2,961,602,417,916,410"
"9,494,242,648,038,430","31,890,255,397,078,700"
"","4,181,264,105,822,960"
"7,080,193,059,013,200","14,922,066,153,042,400"
"7,559,852,309,769,310","4,550,501,006,088,240"
"7,040,394,956,072,280","393,191,655,326,223"
"805,304,368,223,556","33,015,748,949,924,900"
"7,044,375,318,734,110","4,276,699,073,642,460"
"6,309,891,576,180,200","36,030,404,617,750,704"
"6,203,572,848,208,430","4,305,549,361,837,690"
"6,879,404,957,296,280","4,700,470,229,763,480"
"7,754,884,394,437,190","5,128,390,054,528,110"
"7,916,669,698,835,310","4,275,192,719,102,840"
"6,405,392,481,776,240","4,531,920,781,408,070"
"7,795,957,800,597,170","4,251,876,169,502,320"
"69,639,793,510,478,496","4,489,870,473,182,840"
"69,678,613,966,386,600","4,893,215,273,397,650"
"66,227,913,564,466,200","5,609,290,809,737,710"
"73,699,886,207,415,904","3,463,852,437,148,290"
"","33,739,365,078,527,700"
"6,944,868,386,836,290","4,241,135,181,480,110"
"5,284,810,114,998,680","3,990,242,632,195,870"
"685,144,260,294,889","493,555,654,349,587"
"7,760,189,364,703,280","4,590,527,648,801,440"
"7,280,560,356,935,290","2,919,796,004,979,830"
"6,834,259,889,880,550","26,588,434,119,486,700"
"6,728,975,147,762,130","459,378,713,275,743"
"8,016,418,374,611,580","5,320,015,455,400,850"
"68,649,167,394,504,000","44,937,467,691,788,704"
"5,808,975,519,906,830","3,599,933,101,811,880"
"845,879,698,814,859","3,827,431,410,883,910"
"6,987,335,278,958,930","38,702,927,815,710,000"
"7,288,736,661,267,010","35,313,846,614,470,800"
"8,116,350,275,289,640","25,260,162,359,182,600"
"7,463,915,951,229,460","50,758,436,044,594,096"
"7,512,361,216,121,820","35,158,025,472,198,100"
"6,415,108,471,708,080","6,073,006,014,096,290"
"705,994,023,445,362","2,949,938,822,578,740"
"","16,597,993,845,044,300"
"7,425,102,223,222,050","25,587,727,443,235,000"
"6,742,622,398,258,790","4,964,672,640,375,520"
"7,682,923,444,847,800","35,427,310,869,586,000"
"7,041,665,417,411,170","30,997,461,634,419,500"
"7,185,276,448,818,910","29,591,538,231,075,800"
"6,597,292,363,153,350","43,183,054,068,542,000"
"6,908,853,083,313,670","4,693,949,415,674,130"
"","35,737,411,060,993,700"
"","36,030,896,890,881,296"
"62,819,039,290,788,096","4,457,729,915,454,180"
"7,036,752,103,833,540","32,853,718,352,092,900"
"7,362,912,867,202,150","32,494,398,781,740,000"
"73,690,871,386,546,304","27,151,866,852,786,200"
"770,810,998,872,957","4,896,625,907,872,930"
"6,504,112,779,748,320","5,396,623,142,289,240"
"8,185,923,417,313,030","3,566,945,145,029,040"
"61,491,851,735,534,600","4,275,614,874,442,730"
"7,080,445,821,121,830","266,494,605,525,722"
"6,628,427,347,390,650","34,052,786,183,334,000"
"4,704,698,461,717,010","4,109,924,711,687,720"
"79,769,008,736,775,696","47,536,079,310,394,800"
"68,096,445,151,755,200","3,183,803,571,914,320"
"","4,032,267,338,593,520"
"6,967,696,683,162,020","4,819,637,104,172,260"
"6,444,555,170,207,260","3,551,905,359,086,960"
"6,277,742,483,390,630","5,255,011,943,220,070"
"","2,505,464,026,615,980"
"9,014,356,734,321,130","4,549,419,412,617,840"
"7,781,663,759,793,220","4,822,967,485,351,240"
"6,084,360,116,189,220","4,298,110,919,527,290"
"715,473,588,040,487","4,629,955,736,114,060"
"6,748,811,549,804,480","33,125,127,658,902,200"
"8,128,270,069,244,820","46,787,421,658,436,400"
"","3,978,495,493,860,280"
"63,356,831,419,159,104","4,578,861,190,294,830"
"5,940,475,876,449,580","39,979,696,708,974,896"
"761,487,763,929,876","299,078,089,431,675"
"6,718,249,444,896,240","4,488,904,316,315,400"
"68,663,565,150,600,000","4,346,153,563,046,940"
"","26,015,175,888,806,100"
"7,553,844,615,241,800","4,374,563,849,807,850"
"736,667,198,942,732","3,394,450,272,692,430"
"6,567,759,613,267,080","3,824,428,038,818,530"
"6,333,640,046,326,730","39,820,023,352,709,200"
"589,241,318,577,243","33,118,131,930,849,200"
"7,918,039,170,296,730","33,861,098,132,109,100"
"6,549,124,998,345,760","442,105,884,351"
"6,804,796,145,017,350","4,847,312,561,784,210"
"","4,704,273,494,634,850"
"71,761,708,700,696,304","474,296,674,858,479"
"7,085,095,882,764,060","39,328,392,927,199,504"
"7,201,702,374,896,830","38,832,501,984,983,200"
"7,776,044,112,626,780","5,425,945,934,424,110"
"","4,258,488,736,618,550"
"7,046,548,537,016,280","2,869,226,101,819,660"
"","44,805,743,911,383,600"
"7,732,880,077,797,700","3,510,728,004,352,370"
"6,266,799,947,990,710","3,652,844,725,674,900"
"6,630,251,708,982,630","518,120,249,221,265"
"6,775,631,133,267,140","30,175,443,059,239,400"
"","43,237,848,803,970,400"
"8,164,992,426,171,880","4,162,495,509,766,510"
"77,737,581,374,530,896","4,040,974,482,292,380"
"7,295,141,331,699,130","5,056,104,024,299,170"
"","38,421,139,861,035,904"
"7,657,541,728,081,200","47,925,274,524,551,104"
"7,664,793,523,351,650","548,169,093,434,497"
"","36,195,456,373,989,200"
"7,800,421,288,908,950","33,459,103,817,138,600"
"7,264,069,096,752,560","39,602,821,137,582,896"
"75,443,056,356,166,096","37,140,964,349,299,696"
"774,977,378,413,344","4,317,186,297,673,670"
"7,442,023,084,023,340","2,894,651,172,139,390"
"6,559,252,620,892,980","4,216,315,016,151,910"
"7,035,036,795,196,810","4,557,028,865,672,780"
"7,880,685,942,702,880","35,799,838,110,828,400"
"7,498,372,459,046,120","4,242,241,799,025,030"
"","3,756,100,422,662,200"
"6,538,207,172,663,550","34,262,664,487,128,400"
"6,373,288,071,168,330","4,538,108,781,438,100"
"57,564,756,894,907,000","40,020,815,167,967,000"
"6,918,062,437,943,970","3,566,298,461,651,990"
"8,813,504,659,624,090","4,242,459,863,239,630"
"7,361,599,831,600,270","3,751,588,621,742,670"
"9,175,586,152,587,860","29,596,846,207,077,000"
"","3,952,594,441,314,250"
"6,550,877,192,685,630","4,824,825,939,065,860"
"65,108,556,110,746","4,225,608,375,907,180"
"7,347,030,355,621,340","4,297,880,700,154,980"
"8,111,953,170,359,270","4,430,750,455,902,870"
"","3,825,936,697,459,340"
"598,501,245,091,746","3,764,099,673,513,570"
"","4,219,225,568,669,430"
"","4,514,174,613,415,010"
"6,433,722,352,782,360","36,414,899,724,430,000"
"6,770,095,146,347,250","5,203,461,367,345,380"
"7,927,969,552,720,630","4,847,262,262,021,430"
"7,338,826,110,612,720","401,706,111,949,955"
"7,078,361,074,110,980","3,263,464,731,173,010"
"6,751,668,626,808,020","37,351,734,160,385,800"
"7,744,125,219,434,770","36,122,601,921,616,304"
"7,560,392,022,830,320","4,257,805,108,217,030"
"78,306,075,905,686,592","3,551,568,013,010,180"
"6,746,934,968,256,860","34,855,359,764,780,600"
"6,542,281,786,808,930","3,794,055,432,721,660"
"8,549,692,514,107,980","3,039,018,778,586,740"
"7,499,844,501,955,660","4,663,869,576,482,970"
"57,637,728,070,588,304","3,253,200,106,695,460"
"7,276,863,125,209,030","608,377,235,388,592"
"7,493,290,815,928,300","37,487,469,097,257,800"
"6,116,023,979,953,140","39,843,088,286,098,400"
"5,226,895,232,238,510","513,805,579,043,723"
"","32,279,407,989,275,100"
"642,064,020,641,154","313,994,027,416,726"
"7,669,012,536,518,320","4,589,512,953,061,830"
"7,128,062,255,250,410","45,105,952,635,743,600"
"","3,895,572,062,268,120"
"6,615,350,134,913,250","4,453,443,264,734,040"
"6,504,876,222,341,170","3,748,443,401,102,410"
"7,459,124,173,217,740","35,447,515,214,258,800"
"","48,048,285,673,375,800"
"7,096,047,101,005,680","4,785,637,377,933,360"
"698,944,217,704,844","38,530,475,500,412,096"
"","5,493,180,964,193,980"
"8,297,725,877,791,710","4,166,105,473,671,520"
"38,464,539,500,942,200","3,143,430,669,227,730"
"","3,669,056,835,904,260"
"9,380,007,092,014,500","45,662,536,959,670,200"
"8,998,375,022,679,100","45,169,329,850,506,096"
"5,690,387,424,364,920","29,886,210,311,193,200"
"7,301,563,449,379,400","27,749,609,493,035,400"
"7,031,684,050,645,780","4,422,182,857,407,580"
"4,348,674,993,039,840","43,609,500,512,264,096"
"529,419,539,028,417","35,224,540,932,121,300"
"725,793,099,486,329","4,266,922,561,350,850"
"925,049,163,907,809","39,963,391,791,856,200"
"9,680,474,778,470,560","2,795,840,129,760,070"
"","30,179,849,706,530,600"
"6,741,245,820,881,100","3,500,970,573,893,720"
"68,117,022,698,952,704","32,750,084,075,928,300"
"696,694,296,188,432","4,356,931,132,830,450"
"7,446,089,059,117,260","29,486,574,387,124,400"
"62,106,476,062,546,200","3,212,123,979,887,550"
"7,341,547,112,170,920","4,025,643,695,758,840"
"705,139,642,582,078","317,209,111,406,215"
"6,642,613,909,578,330","38,077,207,988,215,400"
"10,146,290,479,832,400","4,481,552,363,497,340"
"13,999,999,999,999,900","3,170,993,873,808,260"
"8,469,537,299,759,360","41,495,532,982,566,400"
"6,043,212,070,647,800","4,196,726,496,344,010"
"5,841,118,839,551,020","42,375,604,178,913,504"
"8,114,665,425,854,780","26,545,944,901,639,100"
"5,585,116,998,353,000","4,148,342,955,341,850"
"5,903,993,500,851,960","3,820,021,215,890,330"
"10,284,126,084,141,500","2,844,632,740,715,940"
"957,822,672,035,757","3,419,238,761,867,210"
"7,094,830,833,998,150","3,628,459,628,957,120"
"","25,167,691,199,719,100"
"968,726,002,786,018","30,858,354,670,468,000"
"6,527,440,589,533,230","35,671,805,167,087,700"
"","23,734,376,939,287,300"
"7,744,772,552,356,140","5,016,321,198,997,170"
"8,289,224,270,217,970","4,291,001,305,314,750"
"7,249,257,332,525,580","4,361,486,286,173,390"
"7,744,098,531,468,290","5,104,188,246,479,320"
"","39,868,823,350,112,496"
"6,890,274,539,026,090","4,100,696,951,091,240"
"604,738,085,652,663","2,216,729,691,055,610"
"11,568,767,965,914,100","3,761,288,428,295,520"
"1,016,483,855,701,820","29,376,862,046,237,300"
"8,722,311,224,490,610","30,092,891,964,504,900"
"3,717,703,934,990,300","37,802,587,309,291,696"
"4,894,278,073,597,650","35,949,908,641,519,600"
"6,071,183,421,975,160","5,036,334,153,688,540"
"9,032,563,450,772,710","3,626,135,877,904,550"
"9,913,703,796,778,610","5,554,666,740,402,970"
"","34,280,959,259,455,300"
"4,229,224,558,864,120","3,733,139,569,707,570"
"9,135,451,943,607,050","36,436,868,025,547,400"
"390,656,751,428,705","32,047,957,259,108,900"
"7,384,048,887,654,530","5,337,987,102,089,870"
"","39,136,018,398,050,896"
"8,524,296,362,923,820","4,343,059,523,555,190"
"5,706,130,889,124,340","43,263,943,702,932,096"
"37,151,713,598,846,896","2,353,338,140,211,440"
"6,519,847,784,240,150","32,722,860,861,005,400"
"7,910,640,914,062,310","388,660,268,997,553"
"6,587,464,616,653,870","4,096,841,156,438,630"
"4,300,029,339,574,180","458,644,840,480,675"
"85,759,391,744,694","4,002,128,659,925,300"
"888,493,450,304,863","4,714,163,452,513,720"
"10,504,760,200,011,200","4,681,366,362,015,810"
"","19,846,148,665,769,500"
"6,946,717,558,359,830","4,934,986,029,609,840"
"8,107,091,815,038,050","27,691,640,707,511,200"
"49,088,997,242,616,096","4,196,429,496,600,260"
"5,098,967,067,721,030","4,333,667,364,665,700"
"609,309,191,422,186","4,523,557,774,146,080"
"10,033,933,455,332,200","29,015,354,674,454,700"
"8,978,997,744,647,550","46,563,167,822,966,704"
"5,514,747,799,369,530","2,798,158,401,578,890"
"","38,089,129,537,722,000"
"6,731,278,124,219,910","419,048,402,938,504"
"7,191,962,028,701,990","41,027,190,407,929,200"
"","49,383,891,935,347,200"
"7,127,711,209,793,020","3,396,184,931,416,360"
"5,632,040,991,917,970","35,119,848,366,395,800"
"","4,411,057,599,911,060"
"7,955,026,340,097,650","39,559,167,260,299,200"
"7,775,049,500,982,390","4,699,482,755,916,050"
"5,168,340,328,145,760","38,411,626,247,878,200"
"7,667,520,860,166,840","4,618,164,704,580,520"
"7,272,362,197,396,370","3,996,581,369,976,490"
"36,919,326,929,347,104","38,466,069,554,090,000"
"","4,688,955,206,670,490"
"76,925,235,338,551,392","4,522,431,963,911,930"
"8,157,518,082,656,160","4,469,430,538,245,370"
"7,187,765,846,234,750","3,784,120,779,606,510"
"568,955,434,379,971","37,321,702,652,602,600"
"8,758,824,521,484,820","3,527,565,358,764,980"
"9,814,247,468,572,580","4,317,531,286,512,940"
"9,969,273,220,889,760","3,643,379,015,016,290"
"","27,578,568,378,969,300"
"9,149,126,710,275,940","48,056,412,110,796,800"
"","3,582,882,368,510,230"
"58,408,115,544,650,000","5,049,463,526,421,300"
"","3,772,078,072,624,740"
"4,981,672,050,401,600","4,475,148,490,099,610"
"542,331,849,638,569","52,246,548,335,445,800"
"483,857,110,672,314","4,580,371,969,196,680"
"7,904,053,370,906,850","31,372,804,215,828,100"
"67,440,642,612,684,000","353,412,596,272,367"
"8,663,974,819,761,100","36,892,413,611,092,600"
"416,111,196,816,975","416,824,218,857,341"
"8,515,977,267,378,870","2,165,681,681,201,680"
"9,999,807,460,393,490","26,599,776,617,235,200"
"7,038,092,305,552,900","4,237,697,607,399,100"
"2,803,563,057,437,160","34,899,385,974,344,500"
"5,972,599,968,396,590","5,164,944,785,353,230"
"8,180,755,325,786,320","38,454,228,047,917,400"
"7,010,243,375,540,360","3,279,006,327,178,670"
"8,179,890,443,104,440","4,295,737,731,458,630"
"","3,215,740,139,131,730"
"6,865,125,275,334,590","3,955,153,709,667,530"
"7,950,816,583,814,900","4,543,685,406,277,420"
"","33,055,877,980,979,700"
"958,118,852,272,883","39,291,775,435,011,296"
"7,274,756,854,860,160","4,271,580,716,118,440"
"","2,816,074,739,189,630"
"8,026,773,255,939,630","37,359,834,755,538,800"
"7,879,543,234,364,980","4,066,229,363,880,940"
"6,448,971,089,901,660","37,593,262,013,395,400"
"518,941,366,922,152","4,876,272,999,617,060"
"6,538,084,087,098,230","5,143,750,121,633,960"
"5,915,806,749,510,900","4,513,200,539,470,000"
"8,136,497,868,762,600","420,418,584,976,586"
"","4,586,748,358,609,110"
"6,493,764,174,632,950","4,910,911,020,512,150"
"","4,894,829,651,096,210"
"6,977,405,633,483,930","5,327,584,531,962,530"
"5,489,248,054,892,970","39,870,120,906,042,400"
"25,581,027,992,200,600","281,725,811,654,666"
"73,121,093,037,187,904","512,387,193,452,145"
"8,554,096,969,890,670","35,636,098,599,809,600"
"6,704,431,913,040,390","33,953,317,425,857,700"
"","4,515,322,333,911,780"
"802,830,424,150,094","3,915,990,810,272,190"
"","29,624,329,710,874,600"
"8,616,824,426,419,660","4,584,565,663,354,570"
"9,467,129,030,386,190","3,164,187,993,708,530"
"6,793,698,634,577,200","4,822,958,045,746,830"
"","38,511,542,403,564,704"
"","4,123,239,478,994,030"
"548,605,860,232,047","4,557,707,495,106,890"
"5,050,748,379,982,700","39,302,906,628,109,800"
"6,246,117,565,172,950","4,755,158,013,341,260"
"8,142,330,913,446,460","4,704,865,930,385,580"
"68,528,990,851,413,200","459,476,061,363,479"
"8,801,933,555,312,000","3,769,831,936,118,280"
"","32,798,883,380,141,700"
"838,376,169,055,724","3,585,736,634,632,000"
"6,476,139,840,300,840","4,041,580,246,514,460"
"9,894,562,128,568,640","4,617,532,880,225,430"
"4,808,039,747,375,340","3,597,759,969,232,950"
"10,577,930,500,044,500","3,051,607,724,265,510"
"6,304,971,659,666,420","4,221,305,733,897,750"
"7,822,491,882,508,680","38,353,321,684,114,496"
"7,989,376,233,974,920","3,648,743,737,198,710"
"9,671,796,765,490,880","3,895,103,865,877,130"
"5,941,265,555,962,160","2,227,370,875,365,400"
"557,475,584,790,786","4,371,806,161,291,620"
"7,610,509,210,594,290","4,692,217,919,448,610"
"7,102,446,618,231,690","30,655,083,720,975,300"
"5,152,739,798,697,210","38,426,251,711,915,800"
"7,301,463,637,868,680","3,942,709,368,896,420"
"6,104,925,813,644,350","413,193,258,707,139"
"6,001,382,440,647,670","40,367,197,620,943,696"
"","3,830,883,636,685,990"
"7,885,678,999,417,970","5,430,349,993,501,880"
"","28,576,872,045,024,400"
"7,679,090,583,265,870","3,186,823,454,952,530"
"","4,169,924,018,257,800"
"10,391,942,387,040,700","5,771,714,760,283,050"
"6,714,862,378,221,960","4,593,763,682,023,070"
"73,496,533,769,711","3,861,684,092,322,540"
"","3,713,109,663,734,640"
"7,345,138,416,508,710","4,297,994,790,844,030"
"1,014,708,957,613,560","27,994,406,184,700,900"
"6,380,717,315,013,490","4,532,019,663,169,410"
"7,940,646,963,676,020","5,431,836,700,227,220"
"","39,065,262,849,477,400"
"7,786,734,690,190,790","19,614,754,295,823,100"
"632,304,031,407,478","4,749,424,236,071,900"
"","3,794,033,112,326,820"
"6,645,657,377,741,350","417,065,776,273,292"
"6,014,539,831,399,090","26,860,687,411,094,200"
"10,086,771,239,804,900","4,334,122,045,645,790"
"5,166,225,969,826,900","4,608,319,394,330,370"
"5,573,201,156,513,370","35,996,246,605,096,500"
"949,455,872,615,755","36,311,071,216,939,200"
"9,036,504,347,749,750","566,198,446,300,676"
"4,400,509,038,627,460","4,010,809,122,979,640"
"6,975,392,341,170,810","4,931,460,167,853,580"
"6,687,749,780,088,490","5,559,984,936,815,950"
"6,867,521,704,142,660","4,837,268,003,830,060"
"6,155,249,161,058,690","3,803,908,513,723,900"
"8,303,263,800,482,520","3,892,667,001,906,770"
"864,163,407,535,188","34,166,252,445,077,200"
"","29,942,592,099,578,600"
"73,486,112,311,822,592","3,544,537,267,623,390"
"7,573,905,933,368,070","4,410,729,144,201,560"
"7,855,906,367,971,110","415,188,982,992,317"
"","40,134,770,619,805,200"
"37,983,910,494,247,200","4,833,507,857,483,390"
"","35,140,965,064,067,000"
"11,235,425,957,161,000","514,705,527,626,746"
"6,396,341,051,039,920","4,445,907,180,228,980"
"","4,006,631,571,280,790"
"5,228,506,322,285,560","31,888,054,730,050,200"
"6,512,239,644,597,460","5,425,794,714,477,960"
"7,834,319,239,941,960","353,293,609,627,941"
"7,388,292,038,904,110","38,468,302,611,904,896"
"60,206,538,413,908,496","5,217,131,275,201,890"
"8,388,322,494,203,610","385,477,151,639,589"
"8,384,296,439,201,580","34,609,983,762,206,500"
"7,393,977,956,767,950","37,827,275,813,713,904"
"","4,494,459,701,511,080"
"8,384,623,151,510,730","3,682,780,337,626,530"
"7,094,802,142,633,510","4,084,660,032,563,320"
"6,565,319,432,045,670","22,338,940,460,426,100"
"6,381,719,579,700,280","4,657,694,981,516,440"
"7,539,742,094,671,520","4,210,677,839,594,840"
"10,628,820,911,367,800","51,404,494,666,364,400"
"9,228,484,208,847,250","4,829,753,513,504,480"
"10,524,601,982,194,500","4,340,986,728,185,260"
"","4,795,407,220,007,130"
"6,021,265,943,377,030","4,028,042,400,756,270"
"","37,783,021,620,210,000"
"5,973,951,249,276,720","4,208,923,205,336,370"
"6,217,579,612,346,260","34,900,020,136,542,800"
"","35,244,138,421,322,500"
"9,130,607,243,837,640","5,288,486,793,442,530"
"","3,978,746,921,874,000"
"6,095,511,874,689,890","4,302,015,722,703,900"
"6,195,254,905,476,400","3,138,971,386,531,070"
"581,456,423,425,241","4,131,911,907,800,040"
"6,756,659,807,295,840","4,184,873,593,047,180"
"","35,503,111,429,393,700"
"6,369,973,529,850,300","342,706,637,445,344"
"6,601,407,394,510,320","39,735,764,058,085,296"
"5,651,933,841,463,070","38,720,271,369,929,200"
"7,606,066,882,417,410","4,581,477,460,023,950"
"29,744,294,104,785,300","27,799,018,424,746,300"
"","2,619,420,878,956,210"
"","44,318,291,438,537,104"
"8,111,101,031,034,260","3,663,774,941,094,510"
"7,116,132,606,475,930","3,915,381,677,508,520"
"528,029,229,639,521","38,353,059,079,913,000"
"","3,346,057,063,483,420"
"9,808,258,178,934,230","4,481,261,240,482,840"
"","4,492,387,447,051,160"
"801,883,160,724,048","3,188,477,333,734,350"
"660,364,071,679,867","34,037,984,349,167,200"
"6,450,805,742,930,150","32,755,811,820,087,300"
"6,266,378,409,594,090","2,936,610,534,549,430"
"","490,436,657,594,971"
"5,161,878,763,351,530","4,320,100,540,830,720"
"6,984,405,530,368,800","3,406,210,457,516,680"
"6,791,992,649,110,410","2,914,057,480,221,300"
"8,309,227,709,741,460","37,563,968,307,537,504"
"5,057,736,411,358,970","3,163,935,937,469,410"
"6,908,272,154,356,680","5,405,567,222,899,750"
"7,243,409,878,975,710","4,466,935,915,288,810"
"6,164,480,227,353,410","4,834,023,096,246,110"
"9,160,997,540,099,470","3,542,527,792,591,820"
"5,277,875,568,290,580","36,326,070,323,383,200"
"39,757,526,579,292,896","36,668,237,989,669,800"
"5,685,216,462,878,770","4,066,156,997,388,840"
"693,365,391,024,419","20,107,286,862,843,200"
"7,464,485,186,199,680","38,805,760,174,542,000"
"6,071,838,864,034,000","2,691,610,394,877,720"
"7,136,102,612,573,530","25,741,917,719,754,100"
